timestamp,%_cpu
6.38E+17,50.500935
6.38E+17,56.68664
6.38E+17,56.789173
6.38E+17,66.93724
6.38E+17,54.456627
6.38E+17,58.23596
6.38E+17,60.64547
6.38E+17,57.554493
6.38E+17,42.725147
6.38E+17,50.51695
6.38E+17,46.610905
6.38E+17,51.333927
6.38E+17,43.566353
6.38E+17,58.327656
6.38E+17,49.023464
6.38E+17,53.620266
6.38E+17,41.142063
6.38E+17,49.76318
6.38E+17,54.42204
6.38E+17,45.9325
6.38E+17,50.522224
6.38E+17,46.672817
6.38E+17,52.872246
6.38E+17,56.8104
6.38E+17,49.777374
6.38E+17,60.640038
6.38E+17,55.954502
6.38E+17,56.024143
6.38E+17,48.930523
6.38E+17,56.514175
6.38E+17,63.702267
6.38E+17,56.75681
6.38E+17,49.773716
6.38E+17,51.281483
6.38E+17,59.096363
6.38E+17,51.347504
6.38E+17,41.192574
6.38E+17,49.004818
6.38E+17,49.00437
6.38E+17,59.11445
6.38E+17,55.997116
6.38E+17,48.96975
6.38E+17,58.324432
6.38E+17,55.987473
6.38E+17,55.218678
6.38E+17,48.960133
6.38E+17,50.515553
6.38E+17,65.29883
6.38E+17,59.90126
6.38E+17,43.547844
6.38E+17,59.100586
6.38E+17,51.332886
6.38E+17,53.649796
6.38E+17,50.57567
6.38E+17,56.7983
6.38E+17,49.804783
6.38E+17,57.517048
6.38E+17,52.111797
6.38E+17,54.444
6.38E+17,51.32102
6.38E+17,44.260784
6.38E+17,53.404263
6.38E+17,61.361797
6.38E+17,49.799515
6.38E+17,44.32199
6.38E+17,51.311867
6.38E+17,55.980793
6.38E+17,52.096535
6.38E+17,51.355213
6.38E+17,52.11501
6.38E+17,52.91437
6.38E+17,54.48176
6.38E+17,48.972843
6.38E+17,61.474228
6.38E+17,61.45955
6.38E+17,52.094322
6.38E+17,49.811733
6.38E+17,55.187798
6.38E+17,47.462696
6.38E+17,69.21339
6.38E+17,48.98046
6.38E+17,41.23175
6.38E+17,51.3565
6.38E+17,55.187565
6.38E+17,56.013973
6.38E+17,49.008114
6.38E+17,39.608025
6.38E+17,51.757248
6.38E+17,52.092155
6.38E+17,44.32666
6.38E+17,53.607666
6.38E+17,49.00391
6.38E+17,54.376884
6.38E+17,56.771645
6.38E+17,47.43627
6.38E+17,58.279625
6.38E+17,49.614212
6.38E+17,57.545055
6.38E+17,51.282536
6.38E+17,58.980988
6.38E+17,45.11758
6.38E+17,39.60984
6.38E+17,51.310772
6.38E+17,55.236824
6.38E+17,52.90352
6.38E+17,49.756947
6.38E+17,45.063236
6.38E+17,43.529617
6.38E+17,45.859173
6.38E+17,52.00617
6.38E+17,43.420082
6.38E+17,44.289486
6.38E+17,40.405983
6.38E+17,52.541233
6.38E+17,52.062603
6.38E+17,59.07545
6.38E+17,64.27396
6.38E+17,54.173317
6.38E+17,45.087765
6.38E+17,60.66614
6.38E+17,48.221478
6.38E+17,51.349136
6.38E+17,48.97391
6.38E+17,53.604233
6.38E+17,49.771404
6.38E+17,57.545536
6.38E+17,52.893673
6.38E+17,46.651356
6.38E+17,57.50883
6.38E+17,55.92501
6.38E+17,51.318916
6.38E+17,49.771473
6.38E+17,50.548874
6.38E+17,44.30942
6.38E+17,45.095406
6.38E+17,48.995274
6.38E+17,60.66581
6.38E+17,37.34059
6.38E+17,48.16507
6.38E+17,48.940434
6.38E+17,49.000523
6.38E+17,50.5349
6.38E+17,53.648003
6.38E+17,52.103127
6.38E+17,39.644646
6.38E+17,57.52715
6.38E+17,52.092983
6.38E+17,61.46619
6.38E+17,52.843845
6.38E+17,42.7552
6.38E+17,55.233395
6.38E+17,45.89562
6.38E+17,53.649384
6.38E+17,50.532173
6.38E+17,52.87752
6.38E+17,49.002132
6.38E+17,56.030853
6.38E+17,53.65416
6.38E+17,45.907257
6.38E+17,67.6119
6.38E+17,53.62796
6.38E+17,52.865974
6.38E+17,65.318855
6.38E+17,57.526817
6.38E+17,61.41449
6.38E+17,59.819252
6.38E+17,46.69377
6.38E+17,49.007626
6.38E+17,64.54532
6.38E+17,54.37206
6.38E+17,55.93354
6.38E+17,50.51991
6.38E+17,63.69857
6.38E+17,63.405243
6.38E+17,53.645164
6.38E+17,59.90778
6.38E+17,54.465004
6.38E+17,45.883743
6.38E+17,58.333023
6.38E+17,56.728893
6.38E+17,43.519703
6.38E+17,60.638084
6.38E+17,49.01863
6.38E+17,62.90441
6.38E+17,52.86855
6.38E+17,50.54807
6.38E+17,52.117805
6.38E+17,55.22268
6.38E+17,64.59795
6.38E+17,50.53852
6.38E+17,48.20854
6.38E+17,56.801403
6.38E+17,58.32249
6.38E+17,44.334137
6.38E+17,55.226357
6.38E+17,52.858143
6.38E+17,59.872643
6.38E+17,57.56922
6.38E+17,44.315075
6.38E+17,55.167614
6.38E+17,45.8297
6.38E+17,45.14582
6.38E+17,53.64506
6.38E+17,57.534416
6.38E+17,45.877106
6.38E+17,60.449837
6.38E+17,54.44917
6.38E+17,46.677597
6.38E+17,59.149162
6.38E+17,52.066486
6.38E+17,68.36715
6.38E+17,61.379482
6.38E+17,48.2502
6.38E+17,51.320045
6.38E+17,53.665062
6.38E+17,44.303947
6.38E+17,64.49275
6.38E+17,45.11317
6.38E+17,52.917088
6.38E+17,56.787502
6.38E+17,58.33484
6.38E+17,55.16808
6.38E+17,47.429123
6.38E+17,59.920033
6.38E+17,46.67078
6.38E+17,52.91318
6.38E+17,56.717873
6.38E+17,51.3696
6.38E+17,52.11809
6.38E+17,57.562836
6.38E+17,44.340633
6.38E+17,45.834408
6.38E+17,56.754288
6.38E+17,50.54717
6.38E+17,58.29697
6.38E+17,52.88669
6.38E+17,48.19506
6.38E+17,48.953056
6.38E+17,59.007416
6.38E+17,59.928383
6.38E+17,46.66531
6.38E+17,46.700428
6.38E+17,59.087112
6.38E+17,50.527493
6.38E+17,55.962162
6.38E+17,49.801132
6.38E+17,59.102318
6.38E+17,48.198097
6.38E+17,59.87304
6.38E+17,50.537155
6.38E+17,57.579403
6.38E+17,48.21492
6.38E+17,57.48803
6.38E+17,65.9982
6.38E+17,46.637024
6.38E+17,56.734676
6.38E+17,49.580055
6.38E+17,50.600998
6.38E+17,55.98504
6.38E+17,45.846104
6.38E+17,43.517788
6.38E+17,52.855534
6.38E+17,51.331837
6.38E+17,49.014595
6.38E+17,65.26447
6.38E+17,54.392258
6.38E+17,56.02915
6.38E+17,59.873375
6.38E+17,65.27345
6.38E+17,52.847454
6.38E+17,48.23142
6.38E+17,41.9969
6.38E+17,55.14823
6.38E+17,48.7773
6.38E+17,46.482944
6.38E+17,51.769344
6.38E+17,52.862213
6.38E+17,56.80256
6.38E+17,64.542656
6.38E+17,46.677757
6.38E+17,49.775154
6.38E+17,52.82207
6.38E+17,57.54307
6.38E+17,63.751465
6.38E+17,42.037373
6.38E+17,46.667297
6.38E+17,59.83914
6.38E+17,58.282497
6.38E+17,46.68426
6.38E+17,51.34171
6.38E+17,55.24515
6.38E+17,55.208435
6.38E+17,51.291435
6.38E+17,48.977524
6.38E+17,49.75425
6.38E+17,46.66584
6.38E+17,41.247124
6.38E+17,43.540493
6.38E+17,42.745792
6.38E+17,48.17258
6.38E+17,49.812065
6.38E+17,53.648884
6.38E+17,47.44544
6.38E+17,44.307453
6.38E+17,58.359844
6.38E+17,56.776054
6.38E+17,52.115356
6.38E+17,45.862946
6.38E+17,49.705437
6.38E+17,57.561703
6.38E+17,56.779377
6.38E+17,47.38861
6.38E+17,46.51769
6.38E+17,59.8159
6.38E+17,45.12698
6.38E+17,39.681995
6.38E+17,58.289154
6.38E+17,46.669693
6.38E+17,53.567307
6.38E+17,44.19331
6.38E+17,42.773693
6.38E+17,64.51917
6.38E+17,56.657143
6.38E+17,50.49738
6.38E+17,46.63214
6.38E+17,45.89682
6.38E+17,51.256
6.38E+17,53.391792
6.38E+17,48.964817
6.38E+17,54.43669
6.38E+17,60.64837
6.38E+17,62.161484
6.38E+17,55.975353
6.38E+17,46.659237
6.38E+17,52.128128
6.38E+17,59.049118
6.38E+17,50.342587
6.38E+17,52.757046
6.38E+17,53.24037
6.38E+17,40.22972
6.38E+17,53.674923
6.38E+17,43.547615
6.38E+17,52.846558
6.38E+17,73.807014
6.38E+17,52.070457
6.38E+17,53.64975
6.38E+17,49.783478
6.38E+17,45.843998
6.38E+17,52.851128
6.38E+17,39.644672
6.38E+17,42.790413
6.38E+17,59.124256
6.38E+17,54.43406
6.38E+17,48.953953
6.38E+17,48.9814
6.38E+17,52.13066
6.38E+17,42.703743
6.38E+17,56.776546
6.38E+17,55.122826
6.38E+17,55.874073
6.38E+17,65.60665
6.38E+17,41.939865
6.38E+17,49.748028
6.38E+17,53.68313
6.38E+17,52.024075
6.38E+17,45.61011
6.38E+17,58.334282
6.38E+17,52.899475
6.38E+17,61.47
6.38E+17,47.43607
6.38E+17,58.27123
6.38E+17,52.131996
6.38E+17,54.451748
6.38E+17,60.650753
6.38E+17,50.46053
6.38E+17,47.25708
6.38E+17,63.762943
6.38E+17,54.409115
6.38E+17,47.427258
6.38E+17,43.497375
6.38E+17,49.698307
6.38E+17,55.888737
6.38E+17,46.625023
6.38E+17,66.80574
6.38E+17,41.15151
6.38E+17,42.718105
6.38E+17,43.52716
6.38E+17,48.970974
6.38E+17,39.6178
6.38E+17,44.251415
6.38E+17,43.556515
6.38E+17,38.85497
6.38E+17,45.09547
6.38E+17,50.494473
6.38E+17,41.21599
6.38E+17,48.923595
6.38E+17,58.237137
6.38E+17,59.874474
6.38E+17,47.39368
6.38E+17,45.085144
6.38E+17,49.77333
6.38E+17,79.98489
6.38E+17,57.49543
6.38E+17,52.83959
6.38E+17,44.30687
6.38E+17,62.237514
6.38E+17,46.65045
6.38E+17,54.380985
6.38E+17,45.86764
6.38E+17,54.39942
6.38E+17,38.85333
6.38E+17,55.183548
6.38E+17,59.037563
6.38E+17,57.503296
6.38E+17,44.307148
6.38E+17,52.870396
6.38E+17,41.15426
6.38E+17,51.35
6.38E+17,55.197174
6.38E+17,68.39392
6.38E+17,52.780804
6.38E+17,55.133595
6.38E+17,48.23274
6.38E+17,44.281467
6.38E+17,47.2662
6.38E+17,42.762104
6.38E+17,54.389267
6.38E+17,63.713333
6.38E+17,64.47504
6.38E+17,55.856586
6.38E+17,58.080692
6.38E+17,41.18418
6.38E+17,48.981
6.38E+17,46.574898
6.38E+17,51.237263
6.38E+17,49.011684
6.38E+17,50.5431
6.38E+17,38.886265
6.38E+17,48.898384
6.38E+17,47.3915
6.38E+17,52.868267
6.38E+17,57.58102
6.38E+17,43.50789
6.38E+17,47.24118
6.38E+17,57.476936
6.38E+17,52.829113
6.38E+17,41.188427
6.38E+17,59.01431
6.38E+17,49.009872
6.38E+17,53.631855
6.38E+17,50.569607
6.38E+17,44.326412
6.38E+17,51.93644
6.38E+17,48.974197
6.38E+17,50.481728
6.38E+17,47.98062
6.38E+17,48.92564
6.38E+17,41.936253
6.38E+17,52.10093
6.38E+17,55.13719
6.38E+17,47.427593
6.38E+17,51.28285
6.38E+17,50.53435
6.38E+17,61.444386
6.38E+17,51.318954
6.38E+17,52.03979
6.38E+17,59.073498
6.38E+17,49.012444
6.38E+17,57.52807
6.38E+17,46.661453
6.38E+17,48.950726
6.38E+17,52.071606
6.38E+17,49.715946
6.38E+17,48.058594
6.38E+17,56.619087
6.38E+17,46.665028
6.38E+17,50.54411
6.38E+17,53.671265
6.38E+17,51.32687
6.38E+17,57.55391
6.38E+17,53.617065
6.38E+17,52.120544
6.38E+17,45.857464
6.38E+17,49.792294
6.38E+17,52.055122
6.38E+17,49.7457
6.38E+17,45.897102
6.38E+17,58.34396
6.38E+17,49.792027
6.38E+17,46.65743
6.38E+17,42.718433
6.38E+17,53.67273
6.38E+17,54.43826
6.38E+17,52.840355
6.38E+17,41.966774
6.38E+17,50.458015
6.38E+17,42.017822
6.38E+17,44.30139
6.38E+17,46.627148
6.38E+17,58.28136
6.38E+17,54.418545
6.38E+17,44.26107
6.38E+17,52.112442
6.38E+17,66.0136
6.38E+17,48.058365
6.38E+17,48.992104
6.38E+17,45.781265
6.38E+17,61.021187
6.38E+17,51.334877
6.38E+17,39.644783
6.38E+17,49.008564
6.38E+17,68.38891
6.38E+17,61.328354
6.38E+17,48.201813
6.38E+17,45.11286
6.38E+17,45.101498
6.38E+17,59.869152
6.38E+17,48.955612
6.38E+17,48.18799
6.38E+17,53.6348
6.38E+17,46.65662
6.38E+17,56.011513
6.38E+17,54.379807
6.38E+17,46.566288
6.38E+17,46.677498
